Region,Country,State,City,Month,Day,Year,AvgTemperature,Date,co2,ghg
North America,US,Alaska,Anchorage,1,3,2014,28.8,2014-01-03,4683.35,5711.15
North America,US,Alaska,Anchorage,1,4,2014,29.4,2014-01-04,4683.35,5711.15
North America,US,Alaska,Anchorage,1,5,2014,31.7,2014-01-05,4683.35,5711.15
North America,US,Alaska,Anchorage,1,6,2014,31.8,2014-01-06,4683.35,5711.15
North America,US,Alaska,Anchorage,1,7,2014,30.3,2014-01-07,4683.35,5711.15
North America,US,Alaska,Anchorage,1,8,2014,26.3,2014-01-08,4683.35,5711.15
North America,US,Alaska,Anchorage,1,9,2014,28.4,2014-01-09,4683.35,5711.15
North America,US,Alaska,Anchorage,1,10,2014,27.7,2014-01-10,4683.35,5711.15
North America,US,Alaska,Anchorage,1,11,2014,21.7,2014-01-11,4683.35,5711.15
North America,US,Alaska,Anchorage,1,12,2014,14.5,2014-01-12,4683.35,5711.15
North America,US,Alaska,Anchorage,1,13,2014,17.1,2014-01-13,4683.35,5711.15
North America,US,Alaska,Anchorage,1,14,2014,20.9,2014-01-14,4683.35,5711.15
North America,US,Alaska,Anchorage,1,15,2014,32.5,2014-01-15,4683.35,5711.15
North America,US,Alaska,Anchorage,1,16,2014,29.7,2014-01-16,4683.35,5711.15
North America,US,Alaska,Anchorage,1,17,2014,32.7,2014-01-17,4683.35,5711.15
North America,US,Alaska,Anchorage,1,18,2014,40.3,2014-01-18,4683.35,5711.15
North America,US,Alaska,Anchorage,1,19,2014,33.1,2014-01-19,4683.35,5711.15
North America,US,Alaska,Anchorage,1,20,2014,30.5,2014-01-20,4683.35,5711.15
North America,US,Alaska,Anchorage,1,21,2014,31.8,2014-01-21,4683.35,5711.15
North America,US,Alaska,Anchorage,1,22,2014,37.1,2014-01-22,4683.35,5711.15
North America,US,Alaska,Anchorage,1,23,2014,37.3,2014-01-23,4683.35,5711.15
North America,US,Alaska,Anchorage,1,24,2014,41.4,2014-01-24,4683.35,5711.15
North America,US,Alaska,Anchorage,1,25,2014,37.5,2014-01-25,4683.35,5711.15
North America,US,Alaska,Anchorage,1,26,2014,36.4,2014-01-26,4683.35,5711.15
North America,US,Alaska,Anchorage,1,27,2014,37,2014-01-27,4683.35,5711.15
North America,US,Alaska,Anchorage,1,28,2014,42.1,2014-01-28,4683.35,5711.15
North America,US,Alaska,Anchorage,1,29,2014,31.8,2014-01-29,4683.35,5711.15
North America,US,Alaska,Anchorage,1,30,2014,30,2014-01-30,4683.35,5711.15
North America,US,Alaska,Anchorage,1,31,2014,20.5,2014-01-31,4683.35,5711.15
North America,US,Alaska,Anchorage,2,1,2014,20.3,2014-02-01,4683.35,5711.15
North America,US,Alaska,Anchorage,2,2,2014,17.6,2014-02-02,4683.35,5711.15
North America,US,Alaska,Anchorage,2,3,2014,21.4,2014-02-03,4683.35,5711.15
North America,US,Alaska,Anchorage,2,4,2014,25.3,2014-02-04,4683.35,5711.15
North America,US,Alaska,Anchorage,2,5,2014,19.6,2014-02-05,4683.35,5711.15
North America,US,Alaska,Anchorage,2,6,2014,14.9,2014-02-06,4683.35,5711.15
North America,US,Alaska,Anchorage,2,7,2014,24.9,2014-02-07,4683.35,5711.15
North America,US,Alaska,Anchorage,2,8,2014,23.1,2014-02-08,4683.35,5711.15
North America,US,Alaska,Anchorage,2,9,2014,17.6,2014-02-09,4683.35,5711.15
North America,US,Alaska,Anchorage,2,10,2014,17.8,2014-02-10,4683.35,5711.15
North America,US,Alaska,Anchorage,2,11,2014,11.4,2014-02-11,4683.35,5711.15
North America,US,Alaska,Anchorage,2,12,2014,9.4,2014-02-12,4683.35,5711.15
North America,US,Alaska,Anchorage,2,13,2014,6.1,2014-02-13,4683.35,5711.15
North America,US,Alaska,Anchorage,2,14,2014,11.4,2014-02-14,4683.35,5711.15
North America,US,Alaska,Anchorage,2,15,2014,20.4,2014-02-15,4683.35,5711.15
North America,US,Alaska,Anchorage,2,16,2014,16.9,2014-02-16,4683.35,5711.15
North America,US,Alaska,Anchorage,2,17,2014,20,2014-02-17,4683.35,5711.15
North America,US,Alaska,Anchorage,2,18,2014,18.7,2014-02-18,4683.35,5711.15
North America,US,Alaska,Anchorage,2,19,2014,23.3,2014-02-19,4683.35,5711.15
North America,US,Alaska,Anchorage,2,20,2014,24.4,2014-02-20,4683.35,5711.15
North America,US,Alaska,Anchorage,2,21,2014,12.1,2014-02-21,4683.35,5711.15
North America,US,Alaska,Anchorage,2,22,2014,18.5,2014-02-22,4683.35,5711.15
North America,US,Alaska,Anchorage,2,23,2014,22.4,2014-02-23,4683.35,5711.15
North America,US,Alaska,Anchorage,2,24,2014,19.4,2014-02-24,4683.35,5711.15
North America,US,Alaska,Anchorage,2,25,2014,20.5,2014-02-25,4683.35,5711.15
North America,US,Alaska,Anchorage,2,26,2014,25.4,2014-02-26,4683.35,5711.15
North America,US,Alaska,Anchorage,2,27,2014,34,2014-02-27,4683.35,5711.15
North America,US,Alaska,Anchorage,2,28,2014,39.8,2014-02-28,4683.35,5711.15
North America,US,Alaska,Anchorage,3,1,2014,30.2,2014-03-01,4683.35,5711.15
North America,US,Alaska,Anchorage,3,2,2014,26.1,2014-03-02,4683.35,5711.15
North America,US,Alaska,Anchorage,3,3,2014,27.8,2014-03-03,4683.35,5711.15
North America,US,Alaska,Anchorage,3,4,2014,32.2,2014-03-04,4683.35,5711.15
North America,US,Alaska,Anchorage,3,5,2014,33.5,2014-03-05,4683.35,5711.15
North America,US,Alaska,Anchorage,3,6,2014,22.6,2014-03-06,4683.35,5711.15
North America,US,Alaska,Anchorage,3,7,2014,23.4,2014-03-07,4683.35,5711.15
North America,US,Alaska,Anchorage,3,8,2014,18.9,2014-03-08,4683.35,5711.15
North America,US,Alaska,Anchorage,3,9,2014,18,2014-03-09,4683.35,5711.15
North America,US,Alaska,Anchorage,3,10,2014,20.8,2014-03-10,4683.35,5711.15
North America,US,Alaska,Anchorage,3,11,2014,32.6,2014-03-11,4683.35,5711.15
North America,US,Alaska,Anchorage,3,12,2014,34.8,2014-03-12,4683.35,5711.15
North America,US,Alaska,Anchorage,3,13,2014,31.2,2014-03-13,4683.35,5711.15
North America,US,Alaska,Anchorage,3,14,2014,35.7,2014-03-14,4683.35,5711.15
North America,US,Alaska,Anchorage,3,15,2014,22.6,2014-03-15,4683.35,5711.15
North America,US,Alaska,Anchorage,3,16,2014,21,2014-03-16,4683.35,5711.15
North America,US,Alaska,Anchorage,3,17,2014,24.2,2014-03-17,4683.35,5711.15
North America,US,Alaska,Anchorage,3,18,2014,29.9,2014-03-18,4683.35,5711.15
North America,US,Alaska,Anchorage,3,19,2014,29.6,2014-03-19,4683.35,5711.15
North America,US,Alaska,Anchorage,3,20,2014,26.4,2014-03-20,4683.35,5711.15
North America,US,Alaska,Anchorage,3,21,2014,33.3,2014-03-21,4683.35,5711.15
North America,US,Alaska,Anchorage,3,22,2014,29,2014-03-22,4683.35,5711.15
North America,US,Alaska,Anchorage,3,23,2014,28.2,2014-03-23,4683.35,5711.15
North America,US,Alaska,Anchorage,3,24,2014,28.8,2014-03-24,4683.35,5711.15
North America,US,Alaska,Anchorage,3,25,2014,29.2,2014-03-25,4683.35,5711.15
North America,US,Alaska,Anchorage,3,26,2014,30.6,2014-03-26,4683.35,5711.15
North America,US,Alaska,Anchorage,3,27,2014,28.8,2014-03-27,4683.35,5711.15
North America,US,Alaska,Anchorage,3,28,2014,28.2,2014-03-28,4683.35,5711.15
North America,US,Alaska,Anchorage,3,29,2014,27.8,2014-03-29,4683.35,5711.15
North America,US,Alaska,Anchorage,3,30,2014,28.2,2014-03-30,4683.35,5711.15
North America,US,Alaska,Anchorage,3,31,2014,28.9,2014-03-31,4683.35,5711.15
North America,US,Alaska,Anchorage,4,1,2014,29.3,2014-04-01,4683.35,5711.15
North America,US,Alaska,Anchorage,4,2,2014,32.2,2014-04-02,4683.35,5711.15
North America,US,Alaska,Anchorage,4,3,2014,31.4,2014-04-03,4683.35,5711.15
North America,US,Alaska,Anchorage,4,4,2014,39.1,2014-04-04,4683.35,5711.15
North America,US,Alaska,Anchorage,4,5,2014,36,2014-04-05,4683.35,5711.15
North America,US,Alaska,Anchorage,4,6,2014,39.2,2014-04-06,4683.35,5711.15
North America,US,Alaska,Anchorage,4,7,2014,44.3,2014-04-07,4683.35,5711.15
North America,US,Alaska,Anchorage,4,8,2014,28.9,2014-04-08,4683.35,5711.15
North America,US,Alaska,Anchorage,4,9,2014,24.2,2014-04-09,4683.35,5711.15
North America,US,Alaska,Anchorage,4,10,2014,24.6,2014-04-10,4683.35,5711.15
North America,US,Alaska,Anchorage,4,11,2014,29.3,2014-04-11,4683.35,5711.15
North America,US,Alaska,Anchorage,4,12,2014,34.5,2014-04-12,4683.35,5711.15
North America,US,Alaska,Anchorage,4,13,2014,35.4,2014-04-13,4683.35,5711.15
North America,US,Alaska,Anchorage,4,14,2014,39,2014-04-14,4683.35,5711.15
North America,US,Alaska,Anchorage,4,15,2014,39.7,2014-04-15,4683.35,5711.15
North America,US,Alaska,Anchorage,4,16,2014,40.3,2014-04-16,4683.35,5711.15
North America,US,Alaska,Anchorage,4,17,2014,41.8,2014-04-17,4683.35,5711.15
North America,US,Alaska,Anchorage,4,18,2014,42.4,2014-04-18,4683.35,5711.15
North America,US,Alaska,Anchorage,4,19,2014,41.1,2014-04-19,4683.35,5711.15
North America,US,Alaska,Anchorage,4,20,2014,43.6,2014-04-20,4683.35,5711.15
North America,US,Alaska,Anchorage,4,21,2014,45.8,2014-04-21,4683.35,5711.15
North America,US,Alaska,Anchorage,4,22,2014,45,2014-04-22,4683.35,5711.15
North America,US,Alaska,Anchorage,4,23,2014,44.7,2014-04-23,4683.35,5711.15
North America,US,Alaska,Anchorage,4,24,2014,41.2,2014-04-24,4683.35,5711.15
North America,US,Alaska,Anchorage,4,25,2014,45,2014-04-25,4683.35,5711.15
North America,US,Alaska,Anchorage,4,26,2014,41.1,2014-04-26,4683.35,5711.15
North America,US,Alaska,Anchorage,4,27,2014,42.5,2014-04-27,4683.35,5711.15
North America,US,Alaska,Anchorage,4,28,2014,49.3,2014-04-28,4683.35,5711.15
North America,US,Alaska,Anchorage,4,29,2014,46.4,2014-04-29,4683.35,5711.15
North America,US,Alaska,Anchorage,4,30,2014,47,2014-04-30,4683.35,5711.15
North America,US,Alaska,Anchorage,5,1,2014,47.8,2014-05-01,4683.35,5711.15
North America,US,Alaska,Anchorage,5,2,2014,53.1,2014-05-02,4683.35,5711.15
North America,US,Alaska,Anchorage,5,3,2014,57.1,2014-05-03,4683.35,5711.15
North America,US,Alaska,Anchorage,5,4,2014,51.9,2014-05-04,4683.35,5711.15
North America,US,Alaska,Anchorage,5,5,2014,51.5,2014-05-05,4683.35,5711.15
North America,US,Alaska,Anchorage,5,6,2014,47.6,2014-05-06,4683.35,5711.15
North America,US,Alaska,Anchorage,5,7,2014,48.3,2014-05-07,4683.35,5711.15
North America,US,Alaska,Anchorage,5,8,2014,50.9,2014-05-08,4683.35,5711.15
North America,US,Alaska,Anchorage,5,9,2014,51.8,2014-05-09,4683.35,5711.15
North America,US,Alaska,Anchorage,5,10,2014,55.6,2014-05-10,4683.35,5711.15
North America,US,Alaska,Anchorage,5,11,2014,56.5,2014-05-11,4683.35,5711.15
North America,US,Alaska,Anchorage,5,12,2014,51.2,2014-05-12,4683.35,5711.15
North America,US,Alaska,Anchorage,5,13,2014,46.4,2014-05-13,4683.35,5711.15
North America,US,Alaska,Anchorage,5,14,2014,55.2,2014-05-14,4683.35,5711.15
North America,US,Alaska,Anchorage,5,15,2014,58.7,2014-05-15,4683.35,5711.15
North America,US,Alaska,Anchorage,5,16,2014,54.6,2014-05-16,4683.35,5711.15
North America,US,Alaska,Anchorage,5,17,2014,60,2014-05-17,4683.35,5711.15
North America,US,Alaska,Anchorage,5,18,2014,60.7,2014-05-18,4683.35,5711.15
North America,US,Alaska,Anchorage,5,19,2014,51.6,2014-05-19,4683.35,5711.15
North America,US,Alaska,Anchorage,5,20,2014,51.7,2014-05-20,4683.35,5711.15
North America,US,Alaska,Anchorage,5,21,2014,52.3,2014-05-21,4683.35,5711.15
North America,US,Alaska,Anchorage,5,22,2014,54.2,2014-05-22,4683.35,5711.15
North America,US,Alaska,Anchorage,5,23,2014,54.8,2014-05-23,4683.35,5711.15
North America,US,Alaska,Anchorage,5,24,2014,56.7,2014-05-24,4683.35,5711.15
North America,US,Alaska,Anchorage,5,25,2014,53.4,2014-05-25,4683.35,5711.15
North America,US,Alaska,Anchorage,5,26,2014,50.8,2014-05-26,4683.35,5711.15
North America,US,Alaska,Anchorage,5,27,2014,50.5,2014-05-27,4683.35,5711.15
North America,US,Alaska,Anchorage,5,28,2014,53.8,2014-05-28,4683.35,5711.15
North America,US,Alaska,Anchorage,5,29,2014,52.9,2014-05-29,4683.35,5711.15
North America,US,Alaska,Anchorage,5,30,2014,52.2,2014-05-30,4683.35,5711.15
North America,US,Alaska,Anchorage,5,31,2014,49.2,2014-05-31,4683.35,5711.15
North America,US,Alaska,Anchorage,6,1,2014,48.7,2014-06-01,4683.35,5711.15
North America,US,Alaska,Anchorage,6,2,2014,45.9,2014-06-02,4683.35,5711.15
North America,US,Alaska,Anchorage,6,3,2014,51.5,2014-06-03,4683.35,5711.15
North America,US,Alaska,Anchorage,6,4,2014,57.3,2014-06-04,4683.35,5711.15
North America,US,Alaska,Anchorage,6,5,2014,58.5,2014-06-05,4683.35,5711.15
North America,US,Alaska,Anchorage,6,6,2014,57.2,2014-06-06,4683.35,5711.15
North America,US,Alaska,Anchorage,6,7,2014,57.4,2014-06-07,4683.35,5711.15
North America,US,Alaska,Anchorage,6,8,2014,54.3,2014-06-08,4683.35,5711.15
North America,US,Alaska,Anchorage,6,9,2014,54.1,2014-06-09,4683.35,5711.15
North America,US,Alaska,Anchorage,6,10,2014,48.7,2014-06-10,4683.35,5711.15
North America,US,Alaska,Anchorage,6,11,2014,51.2,2014-06-11,4683.35,5711.15
North America,US,Alaska,Anchorage,6,12,2014,51.4,2014-06-12,4683.35,5711.15
North America,US,Alaska,Anchorage,6,13,2014,50.8,2014-06-13,4683.35,5711.15
North America,US,Alaska,Anchorage,6,14,2014,51.9,2014-06-14,4683.35,5711.15
North America,US,Alaska,Anchorage,6,15,2014,55.7,2014-06-15,4683.35,5711.15
North America,US,Alaska,Anchorage,6,16,2014,54.4,2014-06-16,4683.35,5711.15
North America,US,Alaska,Anchorage,6,17,2014,53.5,2014-06-17,4683.35,5711.15
North America,US,Alaska,Anchorage,6,18,2014,56.1,2014-06-18,4683.35,5711.15
North America,US,Alaska,Anchorage,6,19,2014,56.2,2014-06-19,4683.35,5711.15
North America,US,Alaska,Anchorage,6,20,2014,56.3,2014-06-20,4683.35,5711.15
North America,US,Alaska,Anchorage,6,21,2014,55.9,2014-06-21,4683.35,5711.15
North America,US,Alaska,Anchorage,6,22,2014,53.9,2014-06-22,4683.35,5711.15
North America,US,Alaska,Anchorage,6,23,2014,57.3,2014-06-23,4683.35,5711.15
North America,US,Alaska,Anchorage,6,24,2014,57.8,2014-06-24,4683.35,5711.15
North America,US,Alaska,Anchorage,6,25,2014,57.1,2014-06-25,4683.35,5711.15
North America,US,Alaska,Anchorage,6,26,2014,50.5,2014-06-26,4683.35,5711.15
North America,US,Alaska,Anchorage,6,27,2014,52.3,2014-06-27,4683.35,5711.15
North America,US,Alaska,Anchorage,6,28,2014,55.2,2014-06-28,4683.35,5711.15
North America,US,Alaska,Anchorage,6,29,2014,62.6,2014-06-29,4683.35,5711.15
North America,US,Alaska,Anchorage,6,30,2014,59,2014-06-30,4683.35,5711.15
North America,US,Alaska,Anchorage,7,1,2014,59.7,2014-07-01,4683.35,5711.15
North America,US,Alaska,Anchorage,7,2,2014,59.4,2014-07-02,4683.35,5711.15
North America,US,Alaska,Anchorage,7,3,2014,64.7,2014-07-03,4683.35,5711.15
North America,US,Alaska,Anchorage,7,4,2014,65.8,2014-07-04,4683.35,5711.15
North America,US,Alaska,Anchorage,7,5,2014,74,2014-07-05,4683.35,5711.15
North America,US,Alaska,Anchorage,7,6,2014,60.5,2014-07-06,4683.35,5711.15
North America,US,Alaska,Anchorage,7,7,2014,58.2,2014-07-07,4683.35,5711.15
North America,US,Alaska,Anchorage,7,8,2014,61.1,2014-07-08,4683.35,5711.15
North America,US,Alaska,Anchorage,7,9,2014,59.9,2014-07-09,4683.35,5711.15
North America,US,Alaska,Anchorage,7,10,2014,56.2,2014-07-10,4683.35,5711.15
North America,US,Alaska,Anchorage,7,11,2014,57,2014-07-11,4683.35,5711.15
North America,US,Alaska,Anchorage,7,12,2014,60.3,2014-07-12,4683.35,5711.15
North America,US,Alaska,Anchorage,7,13,2014,58.7,2014-07-13,4683.35,5711.15
North America,US,Alaska,Anchorage,7,14,2014,58.4,2014-07-14,4683.35,5711.15
North America,US,Alaska,Anchorage,7,15,2014,57.5,2014-07-15,4683.35,5711.15
North America,US,Alaska,Anchorage,7,16,2014,61.4,2014-07-16,4683.35,5711.15
North America,US,Alaska,Anchorage,7,17,2014,62,2014-07-17,4683.35,5711.15
North America,US,Alaska,Anchorage,7,18,2014,59.6,2014-07-18,4683.35,5711.15
North America,US,Alaska,Anchorage,7,19,2014,61.3,2014-07-19,4683.35,5711.15
North America,US,Alaska,Anchorage,7,20,2014,58.4,2014-07-20,4683.35,5711.15
North America,US,Alaska,Anchorage,7,21,2014,60.2,2014-07-21,4683.35,5711.15
North America,US,Alaska,Anchorage,7,22,2014,60.1,2014-07-22,4683.35,5711.15
North America,US,Alaska,Anchorage,7,23,2014,60.5,2014-07-23,4683.35,5711.15
North America,US,Alaska,Anchorage,7,24,2014,61.4,2014-07-24,4683.35,5711.15
North America,US,Alaska,Anchorage,7,25,2014,56.2,2014-07-25,4683.35,5711.15
North America,US,Alaska,Anchorage,7,26,2014,56.1,2014-07-26,4683.35,5711.15
North America,US,Alaska,Anchorage,7,27,2014,59.4,2014-07-27,4683.35,5711.15
North America,US,Alaska,Anchorage,7,28,2014,61.8,2014-07-28,4683.35,5711.15
North America,US,Alaska,Anchorage,7,29,2014,55.3,2014-07-29,4683.35,5711.15
North America,US,Alaska,Anchorage,7,30,2014,63.3,2014-07-30,4683.35,5711.15
North America,US,Alaska,Anchorage,7,31,2014,63,2014-07-31,4683.35,5711.15
North America,US,Alaska,Anchorage,8,1,2014,60.9,2014-08-01,4683.35,5711.15
North America,US,Alaska,Anchorage,8,2,2014,60.2,2014-08-02,4683.35,5711.15
North America,US,Alaska,Anchorage,8,3,2014,61.3,2014-08-03,4683.35,5711.15
North America,US,Alaska,Anchorage,8,4,2014,61.2,2014-08-04,4683.35,5711.15
North America,US,Alaska,Anchorage,8,5,2014,59.1,2014-08-05,4683.35,5711.15
North America,US,Alaska,Anchorage,8,6,2014,61.6,2014-08-06,4683.35,5711.15
North America,US,Alaska,Anchorage,8,7,2014,59.3,2014-08-07,4683.35,5711.15
North America,US,Alaska,Anchorage,8,8,2014,59.1,2014-08-08,4683.35,5711.15
North America,US,Alaska,Anchorage,8,9,2014,57.4,2014-08-09,4683.35,5711.15
North America,US,Alaska,Anchorage,8,10,2014,61,2014-08-10,4683.35,5711.15
North America,US,Alaska,Anchorage,8,11,2014,62.9,2014-08-11,4683.35,5711.15
North America,US,Alaska,Anchorage,8,12,2014,58.9,2014-08-12,4683.35,5711.15
North America,US,Alaska,Anchorage,8,13,2014,56.8,2014-08-13,4683.35,5711.15
North America,US,Alaska,Anchorage,8,14,2014,58.1,2014-08-14,4683.35,5711.15
North America,US,Alaska,Anchorage,8,15,2014,58.5,2014-08-15,4683.35,5711.15
North America,US,Alaska,Anchorage,8,16,2014,58,2014-08-16,4683.35,5711.15
North America,US,Alaska,Anchorage,8,17,2014,57.2,2014-08-17,4683.35,5711.15
North America,US,Alaska,Anchorage,8,18,2014,59.7,2014-08-18,4683.35,5711.15
North America,US,Alaska,Anchorage,8,19,2014,59.3,2014-08-19,4683.35,5711.15
North America,US,Alaska,Anchorage,8,20,2014,59.2,2014-08-20,4683.35,5711.15
North America,US,Alaska,Anchorage,8,21,2014,57.3,2014-08-21,4683.35,5711.15
North America,US,Alaska,Anchorage,8,22,2014,60.1,2014-08-22,4683.35,5711.15
North America,US,Alaska,Anchorage,8,23,2014,56.7,2014-08-23,4683.35,5711.15
North America,US,Alaska,Anchorage,8,24,2014,57.9,2014-08-24,4683.35,5711.15
North America,US,Alaska,Anchorage,8,25,2014,54.2,2014-08-25,4683.35,5711.15
North America,US,Alaska,Anchorage,8,26,2014,55.6,2014-08-26,4683.35,5711.15
North America,US,Alaska,Anchorage,8,27,2014,56.7,2014-08-27,4683.35,5711.15
North America,US,Alaska,Anchorage,8,28,2014,55.7,2014-08-28,4683.35,5711.15
North America,US,Alaska,Anchorage,8,29,2014,54,2014-08-29,4683.35,5711.15
North America,US,Alaska,Anchorage,8,30,2014,52.1,2014-08-30,4683.35,5711.15
North America,US,Alaska,Anchorage,8,31,2014,51.9,2014-08-31,4683.35,5711.15
North America,US,Alaska,Anchorage,9,1,2014,50.8,2014-09-01,4683.35,5711.15
North America,US,Alaska,Anchorage,9,2,2014,58.3,2014-09-02,4683.35,5711.15
North America,US,Alaska,Anchorage,9,3,2014,57.3,2014-09-03,4683.35,5711.15
North America,US,Alaska,Anchorage,9,4,2014,50.7,2014-09-04,4683.35,5711.15
North America,US,Alaska,Anchorage,9,5,2014,49.3,2014-09-05,4683.35,5711.15
North America,US,Alaska,Anchorage,9,6,2014,53.6,2014-09-06,4683.35,5711.15
North America,US,Alaska,Anchorage,9,7,2014,52.5,2014-09-07,4683.35,5711.15
North America,US,Alaska,Anchorage,9,8,2014,51.8,2014-09-08,4683.35,5711.15
North America,US,Alaska,Anchorage,9,9,2014,53.7,2014-09-09,4683.35,5711.15
North America,US,Alaska,Anchorage,9,10,2014,53.3,2014-09-10,4683.35,5711.15
North America,US,Alaska,Anchorage,9,11,2014,54,2014-09-11,4683.35,5711.15
North America,US,Alaska,Anchorage,9,12,2014,56.8,2014-09-12,4683.35,5711.15
North America,US,Alaska,Anchorage,9,13,2014,56.4,2014-09-13,4683.35,5711.15
North America,US,Alaska,Anchorage,9,14,2014,54.8,2014-09-14,4683.35,5711.15
North America,US,Alaska,Anchorage,9,15,2014,54.1,2014-09-15,4683.35,5711.15
North America,US,Alaska,Anchorage,9,16,2014,52.3,2014-09-16,4683.35,5711.15
North America,US,Alaska,Anchorage,9,17,2014,51.2,2014-09-17,4683.35,5711.15
North America,US,Alaska,Anchorage,9,18,2014,49.8,2014-09-18,4683.35,5711.15
North America,US,Alaska,Anchorage,9,19,2014,49.8,2014-09-19,4683.35,5711.15
North America,US,Alaska,Anchorage,9,20,2014,51.5,2014-09-20,4683.35,5711.15
North America,US,Alaska,Anchorage,9,21,2014,52.2,2014-09-21,4683.35,5711.15
North America,US,Alaska,Anchorage,9,22,2014,46.7,2014-09-22,4683.35,5711.15
North America,US,Alaska,Anchorage,9,23,2014,47,2014-09-23,4683.35,5711.15
North America,US,Alaska,Anchorage,9,24,2014,44.2,2014-09-24,4683.35,5711.15
North America,US,Alaska,Anchorage,9,25,2014,43.6,2014-09-25,4683.35,5711.15
North America,US,Alaska,Anchorage,9,26,2014,43.1,2014-09-26,4683.35,5711.15
North America,US,Alaska,Anchorage,9,27,2014,46.2,2014-09-27,4683.35,5711.15
North America,US,Alaska,Anchorage,9,28,2014,46.8,2014-09-28,4683.35,5711.15
North America,US,Alaska,Anchorage,9,29,2014,46.1,2014-09-29,4683.35,5711.15
North America,US,Alaska,Anchorage,9,30,2014,44.3,2014-09-30,4683.35,5711.15
North America,US,Alaska,Anchorage,10,1,2014,38.3,2014-10-01,4683.35,5711.15
North America,US,Alaska,Anchorage,10,2,2014,39.1,2014-10-02,4683.35,5711.15
North America,US,Alaska,Anchorage,10,3,2014,41,2014-10-03,4683.35,5711.15
North America,US,Alaska,Anchorage,10,4,2014,39.6,2014-10-04,4683.35,5711.15
North America,US,Alaska,Anchorage,10,5,2014,39.5,2014-10-05,4683.35,5711.15
North America,US,Alaska,Anchorage,10,6,2014,39,2014-10-06,4683.35,5711.15
North America,US,Alaska,Anchorage,10,7,2014,34.6,2014-10-07,4683.35,5711.15
North America,US,Alaska,Anchorage,10,8,2014,30.5,2014-10-08,4683.35,5711.15
North America,US,Alaska,Anchorage,10,9,2014,32.4,2014-10-09,4683.35,5711.15
North America,US,Alaska,Anchorage,10,10,2014,37.3,2014-10-10,4683.35,5711.15
North America,US,Alaska,Anchorage,10,11,2014,40,2014-10-11,4683.35,5711.15
North America,US,Alaska,Anchorage,10,12,2014,40.2,2014-10-12,4683.35,5711.15
North America,US,Alaska,Anchorage,10,13,2014,42.2,2014-10-13,4683.35,5711.15
North America,US,Alaska,Anchorage,10,14,2014,40.1,2014-10-14,4683.35,5711.15
North America,US,Alaska,Anchorage,10,15,2014,37.3,2014-10-15,4683.35,5711.15
North America,US,Alaska,Anchorage,10,16,2014,38.5,2014-10-16,4683.35,5711.15
North America,US,Alaska,Anchorage,10,17,2014,39.4,2014-10-17,4683.35,5711.15
North America,US,Alaska,Anchorage,10,18,2014,41.3,2014-10-18,4683.35,5711.15
North America,US,Alaska,Anchorage,10,19,2014,34.8,2014-10-19,4683.35,5711.15
North America,US,Alaska,Anchorage,10,20,2014,35,2014-10-20,4683.35,5711.15
North America,US,Alaska,Anchorage,10,21,2014,35.1,2014-10-21,4683.35,5711.15
North America,US,Alaska,Anchorage,10,22,2014,33.6,2014-10-22,4683.35,5711.15
North America,US,Alaska,Anchorage,10,23,2014,32.1,2014-10-23,4683.35,5711.15
North America,US,Alaska,Anchorage,10,24,2014,29.9,2014-10-24,4683.35,5711.15
North America,US,Alaska,Anchorage,10,25,2014,32.8,2014-10-25,4683.35,5711.15
North America,US,Alaska,Anchorage,10,26,2014,29.2,2014-10-26,4683.35,5711.15
North America,US,Alaska,Anchorage,10,27,2014,26.2,2014-10-27,4683.35,5711.15
North America,US,Alaska,Anchorage,10,28,2014,27,2014-10-28,4683.35,5711.15
North America,US,Alaska,Anchorage,10,29,2014,24.2,2014-10-29,4683.35,5711.15
North America,US,Alaska,Anchorage,10,30,2014,26.4,2014-10-30,4683.35,5711.15
North America,US,Alaska,Anchorage,10,31,2014,22.9,2014-10-31,4683.35,5711.15
North America,US,Alaska,Anchorage,11,1,2014,29.5,2014-11-01,4683.35,5711.15
North America,US,Alaska,Anchorage,11,2,2014,32.1,2014-11-02,4683.35,5711.15
North America,US,Alaska,Anchorage,11,3,2014,32.8,2014-11-03,4683.35,5711.15
North America,US,Alaska,Anchorage,11,4,2014,29.6,2014-11-04,4683.35,5711.15
North America,US,Alaska,Anchorage,11,5,2014,29.8,2014-11-05,4683.35,5711.15
North America,US,Alaska,Anchorage,11,6,2014,27.9,2014-11-06,4683.35,5711.15
North America,US,Alaska,Anchorage,11,7,2014,31.6,2014-11-07,4683.35,5711.15
North America,US,Alaska,Anchorage,11,8,2014,33.6,2014-11-08,4683.35,5711.15
North America,US,Alaska,Anchorage,11,9,2014,36.7,2014-11-09,4683.35,5711.15
North America,US,Alaska,Anchorage,11,10,2014,44.6,2014-11-10,4683.35,5711.15
North America,US,Alaska,Anchorage,11,11,2014,37.8,2014-11-11,4683.35,5711.15
North America,US,Alaska,Anchorage,11,12,2014,40.3,2014-11-12,4683.35,5711.15
North America,US,Alaska,Anchorage,11,13,2014,35.2,2014-11-13,4683.35,5711.15
North America,US,Alaska,Anchorage,11,14,2014,30.1,2014-11-14,4683.35,5711.15
North America,US,Alaska,Anchorage,11,15,2014,27.4,2014-11-15,4683.35,5711.15
North America,US,Alaska,Anchorage,11,16,2014,26.7,2014-11-16,4683.35,5711.15
